B2_10_2022_08_19        20220902_HGTHMDRX2
B2_10_2022_08_26        20220909_HHM33DRX2
B2_10_2022_09_02        20220916_HJK3KDRX2
B2_10_2022_09_09        20220923_HJ5H7DRX2
B2_10_2022_09_16        20221003_HJK2VDRX2
B2_10_2022_09_23        20221007_HJK2LDRX2
B2_10_2022_09_30        20221018_HJ3MWDRX2
B6_10_2022_09_05        20220916_HJK3KDRX2
C2_10_2022_04_02        20220414_HTNCFDRXY
C2_10_2022_04_09        20220422_HTN5VDRXY
C2_10_2022_04_16        20220429_HTYNFDRXY
C2_10_2022_04_23        20220506_HTYK5DRXY
C2_10_2022_04_30        20220513_HTLLHDRXY
C2_10_2022_05_07        20220520_HTYK7DRXY
C2_10_2022_05_14        20220530_HTYKCDRXY
C2_10_2022_05_21        20220603_H7WH5DRX2
C2_10_2022_05_30        20220610_H7W3KDRX2
C2_10_2022_06_04        20220617_H7FWCDRX2
C2_10_2022_06_11        20220624_H327YDRX2
C2_10_2022_06_18        20220701_H32LGDRX2
C2_10_2022_06_25        20220708_o28874
C2_10_2022_07_02        20220715_H53L7DRX2
C2_10_2022_07_09        20220722_H7GYWDRX2
C2_10_2022_07_23        20220805_HHMMWDRX2
C2_10_2022_07_30        20220812_H7CKVDRX2
C2_10_2022_08_06        20220819_HHMMYDRX2
C2_10_2022_08_13        20220826_HHVTYDRX2
C2_10_2022_08_20        20220902_HGTHMDRX2
C2_10_2022_08_27        20220909_HHM33DRX2
C2_10_2022_09_03        20220916_HJK3KDRX2
C2_10_2022_09_10        20220923_HJ5H7DRX2
C2_10_2022_09_17        20221003_HJK2VDRX2
C2_10_2022_09_24        20221007_HJK2LDRX2
C6_10_2022_05_16        20220603_H7WH5DRX2
D2_10_2022_04_03        20220414_HTNCFDRXY
D2_10_2022_04_10        20220422_HTN5VDRXY
D2_10_2022_04_17        20220429_HTYNFDRXY
D2_10_2022_04_24        20220506_HTYK5DRXY
D2_10_2022_05_01        20220513_HTLLHDRXY
D2_10_2022_05_08        20220520_HTYK7DRXY
D2_10_2022_05_15        20220530_HTYKCDRXY
D2_10_2022_05_22        20220603_H7WH5DRX2
D2_10_2022_05_31        20220610_H7W3KDRX2
D2_10_2022_06_05        20220617_H7FWCDRX2
D2_10_2022_06_12        20220624_H327YDRX2
D2_10_2022_06_19        20220701_H32LGDRX2
D2_10_2022_06_26        20220708_o28874
D2_10_2022_07_03        20220715_H53L7DRX2
D2_10_2022_07_10        20220722_H7GYWDRX2
D2_10_2022_07_24        20220805_HHMMWDRX2
D2_10_2022_07_31        20220812_H7CKVDRX2
D2_10_2022_08_07        20220819_HHMMYDRX2
D2_10_2022_08_14        20220826_HHVTYDRX2
D2_10_2022_08_21        20220902_HGTHMDRX2
D2_10_2022_08_28        20220909_HHM33DRX2
D2_10_2022_09_04        20220916_HJK3KDRX2
D2_10_2022_09_11        20220923_HJ5H7DRX2
D2_10_2022_09_25        20221007_HJK2LDRX2
D3_10_2022_09_18        20221003_HJK2VDRX2
E2_10_2022_04_04        20220414_HTNCFDRXY
E2_10_2022_04_11        20220422_HTN5VDRXY
E2_10_2022_04_18        20220429_HTYNFDRXY
E2_10_2022_04_25        20220506_HTYK5DRXY
E2_10_2022_05_02        20220513_HTLLHDRXY
E2_10_2022_05_09        20220520_HTYK7DRXY
E2_10_2022_05_16        20220530_HTYKCDRXY
E2_10_2022_05_23        20220603_H7WH5DRX2
E2_10_2022_06_06        20220617_H7FWCDRX2
E2_10_2022_06_13        20220624_H327YDRX2
E2_10_2022_06_20        20220701_H32LGDRX2
E2_10_2022_06_27        20220708_o28874
E2_10_2022_07_04        20220715_H53L7DRX2
E2_10_2022_07_11        20220722_H7GYWDRX2
E2_10_2022_07_25        20220805_HHMMWDRX2
E2_10_2022_08_01        20220812_H7CKVDRX2
E2_10_2022_08_08        20220819_HHMMYDRX2
E2_10_2022_08_15        20220826_HHVTYDRX2
E2_10_2022_08_22        20220902_HGTHMDRX2
E2_10_2022_08_29        20220909_HHM33DRX2
E2_10_2022_09_12        20220923_HJ5H7DRX2
E2_10_2022_09_19        20221003_HJK2VDRX2
E2_10_2022_09_26        20221007_HJK2LDRX2
F1_10_2022_05_25        20220610_H7W3KDRX2
F2_10_2022_04_05        20220414_HTNCFDRXY
F2_10_2022_04_12        20220422_HTN5VDRXY
F2_10_2022_04_19        20220429_HTYNFDRXY
F2_10_2022_04_26        20220506_HTYK5DRXY
F2_10_2022_05_03        20220513_HTLLHDRXY
F2_10_2022_05_10        20220520_HTYK7DRXY
F2_10_2022_05_17        20220530_HTYKCDRXY
F2_10_2022_05_24        20220603_H7WH5DRX2
F2_10_2022_06_07        20220617_H7FWCDRX2
F2_10_2022_06_14        20220624_H327YDRX2
F2_10_2022_06_21        20220701_H32LGDRX2
F2_10_2022_06_28        20220708_o28874
F2_10_2022_07_05        20220715_H53L7DRX2
F2_10_2022_07_12        20220722_H7GYWDRX2
F2_10_2022_07_26        20220805_HHMMWDRX2
F2_10_2022_08_02        20220812_H7CKVDRX2
F2_10_2022_08_09        20220819_HHMMYDRX2
F2_10_2022_08_16        20220826_HHVTYDRX2
F2_10_2022_08_23        20220902_HGTHMDRX2
F2_10_2022_08_30        20220909_HHM33DRX2
F2_10_2022_09_06        20220916_HJK3KDRX2
F2_10_2022_09_13        20220923_HJ5H7DRX2
F2_10_2022_09_20        20221003_HJK2VDRX2
F2_10_2022_09_27        20221007_HJK2LDRX2
G1_10_2022_05_26        20220610_H7W3KDRX2
H1_10_2022_04_06        20220422_HTN5VDRXY
H1_10_2022_04_13        20220429_HTYNFDRXY
H1_10_2022_04_20        20220506_HTYK5DRXY
H1_10_2022_04_27        20220513_HTLLHDRXY
H1_10_2022_05_04        20220520_HTYK7DRXY
H1_10_2022_05_11        20220530_HTYKCDRXY
H1_10_2022_05_18        20220603_H7WH5DRX2
H1_10_2022_05_27        20220610_H7W3KDRX2
H1_10_2022_06_01        20220617_H7FWCDRX2
H1_10_2022_06_08        20220624_H327YDRX2
H1_10_2022_06_15        20220701_H32LGDRX2
H1_10_2022_06_22        20220708_o28874
H1_10_2022_06_29        20220715_H53L7DRX2
H1_10_2022_07_06        20220722_H7GYWDRX2
H1_10_2022_07_20        20220805_HHMMWDRX2
H1_10_2022_07_27        20220812_H7CKVDRX2
H1_10_2022_08_03        20220819_HHMMYDRX2
H1_10_2022_08_10        20220826_HHVTYDRX2
H1_10_2022_08_17        20220902_HGTHMDRX2
H1_10_2022_08_24        20220909_HHM33DRX2
H1_10_2022_08_31        20220916_HJK3KDRX2
H1_10_2022_09_07        20220923_HJ5H7DRX2
H1_10_2022_09_14	      20221003_HJK2VDRX2
H1_10_2022_09_21        20221007_HJK2LDRX2
H1_10_2022_09_28        20221018_HJ3MWDRX2
A2_10_2022_10_06        20221021_HJ3NNDRX2
A2_10_2022_10_13        20221028_HL53FDRX2
A2_10_2022_10_27        20221111_HL3KJDRX2
B2_10_2022_10_07        20221021_HJ3NNDRX2
B2_10_2022_10_14        20221028_HL53FDRX2
B2_10_2022_10_28        20221111_HL3KJDRX2
C2_10_2022_10_01        20221018_HJ3MWDRX2
C2_10_2022_10_08        20221021_HJ3NNDRX2
C2_10_2022_10_15        20221028_HL53FDRX2
C2_10_2022_10_29        20221111_HL3KJDRX2
D2_10_2022_10_02        20221018_HJ3MWDRX2
D2_10_2022_10_09        20221021_HJ3NNDRX2
D2_10_2022_10_16        20221028_HL53FDRX2
D2_10_2022_10_30        20221111_HL3KJDRX2
E2_10_2022_10_03        20221018_HJ3MWDRX2
E2_10_2022_10_10        20221021_HJ3NNDRX2
E2_10_2022_10_17        20221028_HL53FDRX2
E2_10_2022_10_31        20221111_HL3KJDRX2
F2_10_2022_10_04        20221018_HJ3MWDRX2
F2_10_2022_10_11        20221021_HJ3NNDRX2
F2_10_2022_10_18        20221028_HL53FDRX2
H1_10_2022_10_05        20221021_HJ3NNDRX2
H1_10_2022_10_12        20221028_HL53FDRX2
H1_10_2022_10_26        20221111_HL3KJDRX2
A2_10_2022_11_03        20221117_HL3GFDRX2
A2_10_2022_11_10        20221125_HM23VDRX2
A2_10_2022_11_17        20221205_HM2L5DRX2
A2_10_2022_11_24        20221209_HM2NWDRX2
B2_10_2022_11_04        20221117_HL3GFDRX2
B2_10_2022_11_11        20221125_HM23VDRX2
B2_10_2022_11_18        20221205_HM2L5DRX2
B2_10_2022_11_25        20221209_HM2NWDRX2
C2_10_2022_11_05        20221117_HL3GFDRX2
C2_10_2022_11_12        20221125_HM23VDRX2
C2_10_2022_11_19        20221205_HM2L5DRX2
C2_10_2022_11_26        20221209_HM2NWDRX2
D2_10_2022_11_06        20221117_HL3GFDRX2
D2_10_2022_11_13        20221125_HM23VDRX2
D2_10_2022_11_20        20221205_HM2L5DRX2
D2_10_2022_11_27        20221209_HM2NWDRX2
D3_10_2022_11_15        20221125_HM23VDRX2
E2_10_2022_11_07        20221117_HL3GFDRX2
E2_10_2022_11_14        20221125_HM23VDRX2
E2_10_2022_11_21        20221205_HM2L5DRX2
E2_10_2022_11_28        20221209_HM2NWDRX2
F2_10_2022_11_01        20221111_HL3KJDRX2
F2_10_2022_11_08        20221117_HL3GFDRX2
F2_10_2022_11_22        20221205_HM2L5DRX2
F2_10_2022_11_29        20221209_HM2NWDRX2
H1_10_2022_11_02        20221117_HL3GFDRX2
H1_10_2022_11_09        20221125_HM23VDRX2
H1_10_2022_11_16        20221205_HM2L5DRX2
H1_10_2022_11_23        20221209_HM2NWDRX2
H1_10_2022_11_30        20221216_HM2HNDRX2
A2_10_2022_12_01        20221216_HM2HNDRX2
A2_10_2022_12_08        20221223_HMLV2DRX2
A2_10_2022_12_15        20230105_HMLN2DRX2
A2_10_2022_12_22        20230105_HMLN2DRX2
B2_10_2022_12_02        20221216_HM2HNDRX2
B2_10_2022_12_09        20221223_HMLV2DRX2
B2_10_2022_12_16        20230105_HMLN2DRX2
B2_10_2022_12_23        20230105_HMLN2DRX2
C2_10_2022_12_03        20221216_HM2HNDRX2
C2_10_2022_12_10        20221223_HMLV2DRX2
C2_10_2022_12_17        20230105_HMLN2DRX2
C2_10_2022_12_24        20230105_HMLN2DRX2
D2_10_2022_12_04        20221216_HM2HNDRX2
D2_10_2022_12_11        20221223_HMLV2DRX2
D2_10_2022_12_18        20230105_HMLN2DRX2
D2_10_2022_12_25        20230105_HMLN2DRX2
E2_10_2022_12_05        20221216_HM2HNDRX2
E2_10_2022_12_12        20221223_HMLV2DRX2
E2_10_2022_12_19        20230105_HMLN2DRX2
E2_10_2022_12_26        20230105_HMLN2DRX2
F2_10_2022_12_06        20221216_HM2HNDRX2
F2_10_2022_12_13        20221223_HMLV2DRX2
F2_10_2022_12_20        20230105_HMLN2DRX2
F2_10_2022_12_27        20230105_HMLN2DRX2
H1_10_2022_12_07        20221223_HMLV2DRX2
H1_10_2022_12_14        20230105_HMLN2DRX2
H1_10_2022_12_21	      20230105_HMLN2DRX2
